Text,Paraphrase
He sent me a letter to the effect that his poultry farm would go bankrupt sooner or later.,"He sent me a message to inform me that, sooner or later, his chicken farm would go broke."
This is his hometown.,This is the city where he was born.
"All at once, he spoke out.","All of a sudden, she spoke out."
Is there anything you can do?,Can you do anything?
His lack of technical knowledge precluded him from promotion.,His lack of technical knowledge kept him from being promoted.
She kept me waiting for 30 minutes.,She kept me waiting for half an hour.
She made me wait for half an hour.,She kept me waiting thirty minutes.
You could've been killed.,You could have been killed.
"Tom is already retired, isn't he?","Tom is retired already, isn't he?"
Xavier is a young student in economics at Paris University.,Xavier is a young student studying economics at the University of Paris.
There are a lot of sights in Kyoto.,Kyoto has many places to see.
There are many places you should see in Kyoto.,"In Kyoto, there are lots of things to see."
Marriage isn't a subject that interests young people.,Marriage isn't really something that young people are interested in.
Tom doesn't seem to agree.,Tom doesn't appear to agree.
Tom should've arrived by now.,Tom should have arrived by now.
He also didn't pass the re-exam.,He didn't get through the resit either.
I've done this all my life.,I've done that all my life.
I've been doing it all my life.,I've been doing this my whole life.
This isn't a hard job.,This isn't a difficult job.
There are a lot of eggs in the box.,There are lots of eggs in that box.
He is married to an American lady.,He's married to an American woman.
You think to play with me?,Did you think that I was joking?
That's not a bear anymore. That's bear goo.,This thing is not a bear. It is the corpse of a bear.
A drunk driver was responsible for the car accident.,That drunk driver is responsible for the accident.
The method is wicked.,This is not a fair act.
I think it better for us to adopt his plan.,I think we should adopt his plan.
We will begin the party when he comes.,The party won't start until he shows up.
'Radioactivity' is a chemical term.,'Radioactivity' is a chemistry term.
"Brush your teeth, however sleepy you are.","No matter how sleepy you are, brush your teeth."
Something is stuck in the pipe.,Something has blocked the pipe.
I am the most junior staff in my office.,I'm the youngest one at my job.
My mother cannot drive a car.,My mother can't drive a car.
I'd like to go to France sometime.,I would like to visit France someday.
One fifth of the earth's surface is covered by permafrost.,Permafrost covers one-fifth of the Earth's surface.
It is no use excusing yourself.,There is no use in making excuses.
I went into the navy.,I joined the navy.
I've got married ten years ago.,I have been married for ten years.
I think she will divorce him.,I wonder if they'll get divorced.
The coat I wanted was priced at three hundred dollars.,"The jacket, which I wanted, costed three hundred dollars."
"In crossing the street, you must watch out for cars.","If you cross the street, pay attention to the cars."
Washington is the capital of the United States.,"Washington, D.C., is the capital of the United States of America."
"Water is liquid. When it freezes, it becomes solid.",Water is liquid. It becomes solid when it freezes.
They have mutual respect.,They respect one another.
She is a genius at mathematics.,She was a genius in mathematics.
He is our teacher of English.,He is our English teacher.
He came in spite of the heavy snow.,"He came, despite the heavy snowfall."
How much is that wooden chair?,How much does a wooden chair cost?
How often do you wash your car a month?,About how many times a month do you wash your car?
The trouble is that I can't remember where I parked the car.,The problem is that I don't remember where I've parked my car.
It is feasible.,It's feasible.
He suggested to me that we should go.,"Let's go, he said to me."
I have no idea why she got so angry.,I don't know why he's so mad.
It is a student's business to study.,Studying is a student's work.
Bob filled the pot with water.,Bob filled the teapot with water.
"Who is he? ""He is Jim.""","Who is it? ""It's Jim."""
"When the heater in the barn fails, you get milk-flavoured ice cubes.","When in the barn the heating fails, cubic shape the milk yield takes."
"When the cow flies high and the ox flies low, there probably is a twister.","Flies high the cow and low the cattle, a twister does the farmyard rattle."
"When the chickens are flat as pancakes, then again the tractor must have been faster than them.","When chickens pancake-shape maintain, the tractor must have won again."
Don't go beyond the speed limit.,Don't go above the speed limit.
Don't go over the speed limit.,Don't exceed the speed limit.
Fish have ceased to live in this river.,There aren't any fish living in this river anymore.
I'm not in the least bit happy now.,I'm still not really happy.
I'm not at all happy now.,It's not like I'm completely happy right now.
This animal feeds on flesh.,That animal is a carnivore.
We have to study the matter.,We must investigate this matter in advance.
I was never so humiliated in my life.,I've never been so humiliated in my entire life.
The whole house was ill in bed.,The whole family was sick in bed.
This house is not for sale.,This house isn't for sale.
"Anyway, I don't like it.",Either way I don't like him.
I have neither money nor friends.,I don't have any money and I don't have any friends either.
Tell me the right answer to it.,Tell me the correct answer.
He looked young beside his brother.,He seemed young in comparison to his little brother.
I need to study math.,I have to study mathematics.
Who is playing the piano?,Who's playing the piano right now?
Every one of his songs was a hit.,All of her songs became hits.
I will go with you if necessary.,"If need be, I'll go with you."
