Text,Paraphrase
I have eaten nothing for the past three days.,I have not eaten anything for the last three days.
I haven't eaten in three days.,I haven't eaten for three days.
He has been warned on several occasions.,He was warned several times.
I washed myself.,I was just in the shower.
I was just showering.,I was just taking a shower.
I was showering a moment ago.,She was in the shower.
I was taking a bath.,I just showered.
I took a bath.,I took a shower.
I had a shower.,I showered.
I’ve just finished in the shower.,You had a bath.
Draw a straight line.,Form a straight line!
All the comments are superfluous.,Every comment is unnecessary.
This is the only alternative.,There is no other choice.
It's your only chance.,It is an option.
This is his only chance.,It's the only way.
It's a possibility.,It's an option.
That's a possibility.,That's one option.
That's one possibility.,It is the sole possibility.
This is your one chance.,That's the only possibility.
There are no other options.,It's your only shot.
That's an option.,There's no other option.
Tom thinks of Mary as his best friend.,Tom believes that Mary is his best friend.
She was occupied with household work.,She was busy with household work.
She was busy with housework.,She was doing the housekeeping.
I don't work on Sundays.,I do not work on Sunday.
I don't go to work on Sundays.,I don't work Sundays.
I want another beer.,I'd like another beer.
Is your mother at home?,Is your mum at home?
Is your mom at home?,Is your mom home?
Is your mother here?,Is your mom here?
Is mom here?,Is your mother home?
The test was rather difficult.,The test was quite difficult.
"Don't trust him, whatever he says.","No matter what he says, don't trust him."
"Whatever he says, do not trust him.","Don't trust him, no matter what he says."
Do you know what he said?,Do you know what she said?
We probably won't have much snow this winter.,We will have little snow this winter.
We often have fires in winter.,There are a lot of fires in the winter.
You should rewrite this sentence.,You have to write that phrase again.
The moon is beautiful in fall.,The moon is pretty in the fall.
Would you like white wine or red?,"Which do you like better, white wine or red wine?"
We have two kids.,I have two children.
Is it a problem?,Is that a problem?
Do you care?,Does it matter to you?
Is that the problem?,Is this a problem?
Is that an issue?,Is this an issue?
He is as poor as a rat.,He's as poor as a church mouse.
What was he doing there?,What was she doing there?
What were they doing there?,What's he doing over there?
The full stop is missing at the end of the sentence.,There's a full stop missing from the end of the sentence.
I won't forget that.,I won't forget.
I won't forget it.,I won't forget this.
I'm not going to forget this.,I'll not forget that.
I won't forget him.,I won't forget her.
Nature is full of mystery.,The universe is full of mysteries.
She's putting the children to bed.,She puts the boys to bed.
Smoking is harmful to health.,Smoking affects your health.
Smoking affects our health.,Smoking is bad for the health.
Smoking is bad for you.,Smoking does you harm.
Smoking is dangerous to health.,Smoking is not good for the health.
Smoking is bad for your health.,Smoking is terrible for your health.
Smoking kills.,Smoking compromises your health.
Smoking may be lethal.,Smoking may be fatal.
Smoking may be deadly.,Smoking can kill.
Smoking is harmful for your health.,Smoking is unhealthy.
We ascribe his success to hard work.,We think the reason for his success was because of hard work.
Where can I get stamps?,Where can I buy stamps?
Thank you for your beautiful postcard.,Thanks for the pretty postcard.
I've caught a terrible cold.,I feel very feverish.
I've got a touch of the flu.,I have a cough.
I caught the flu.,I am suffering from a bad cold.
I have caught a cold.,I have a cold now.
I'm coming down with a cold.,I have a fever.
My nose is running.,I have a runny nose.
I've gone and caught a cold.,I am getting a cold.
I have a high fever.,I have a temperature.
I got the flu.,I caught a head cold.
I've got a cold.,I am coughing.
I caught an awful cold.,I caught a bad cold.
I was coughing.,I have a bit of a cold.
He coughed.,I've got a fever.
They coughed.,I coughed.
I have the flu.,She coughed.
Don't talk to Tom.,Don't speak to Tom.
Poor cat.,Poor moggy.
I believe her story.,I believe your story.
It was just the beginning.,That was only the beginning.
I take sides with him.,I'm with him.
Don't waste your money by buying things you don't need.,We don't need to waste money on things we don't need.
These are cakes of her baking.,These are cakes that she baked herself.
Tom'll talk.,Tom'll speak.
Tom is speaking.,Tom will speak.
Tom will talk.,Tom is talking.
Tom will do all the talking.,Tom speaks.
We're going to discuss the problem tomorrow.,We'll discuss that problem tomorrow.
I have three times as much money as you.,I've got three times more money as you.
Tom isn't able to drive yet.,Tom can't drive a car yet.
I love rock musicians.,I like music very much.
I am fond of music.,He has a great fondness for music.
He is very fond of music.,He is an ardent music lover.
She especially likes music.,She has a love of music.
He likes music a lot.,He loves music.
He loves music ardently.,I enjoy music.
I love music.,I like music.
I love the music.,He likes the music.
Could you solve the problem?,Can you do this problem?
Can you solve this problem?,Can you figure out this problem?
You saved my life.,You saved my ass.
I have no place to sleep tonight.,I've nowhere to sleep tonight.
Where did you learn this?,Where did you learn to do that?
Is that necessary?,Is it necessary?
I want to forget her.,I don't want to hear about it again.
I want to forget about it.,I need to forget him.
I am swimming in the river.,I am swimming in a river.
Welcome to our home.,Welcome to my home.
I was born and raised in Tokyo.,I was born and brought up in Tokyo.
The moon revolves around the earth.,The moon moves around the earth.
The moon circles the earth.,The Moon orbits the Earth.
The dress becomes you.,The dress suits you very well.
The dress becomes you very well.,This dress is YOU.
This dress suits you well.,This dress fits you well.
The dress fits you very well.,These clothes suit you.
This dress looks good on you.,That dress looks stunning on you.
This dress suits your style.,This dress fits you like a glove.
The dress looks great on you.,The dress looks quite cool on you.
That dress is perfect for you.,That skirt looks very nice on you.
Do you mind if I take a day off?,Can you get a day off?
My desk is old.,My table is old.
I have a daughter.,I have a girlfriend.
